;BUSINESSPARTNERID2;FIRSTCONTACTDATE2;BUSINESSPARTNERCATEGORY2;GIVENNAMES;LASTNAME;CONSULTATION;GENDER;NAMEATBIRTH;DATEOFBIRTH;PLACEOFBIRTH;MARITALSTATUS;EDUCATIONLEVEL;ISHOMEOWNER;NUMBERHOUSEHOLDMEMBERS;CHILDRENATHOMEINDICATOR
727;6043;10.04.2017;Individual;Jasmine;Dilliard;;female;Dilliard;31.01.1983;;Married;HighSchool;0;1;1
728;5816;09.05.2017;Individual;Megan;Ruta;;female;Ruta;03.04.1965;;Single;Bachelor;1;2;1
729;6044;18.09.2016;Individual;Katherine;Dilliard;;female;Dilliard;13.07.1963;;Single;SmeCollege;1;4;1
730;5817;02.02.2016;Individual;Olivia;Ruta;;female;Ruta;09.06.1961;;Single;9thGrade;0;1;1
731;6045;15.12.2012;Individual;Lauren;Dilliard;;female;Dilliard;30.07.1969;;Single;HighSchool;0;2;0
732;5818;11.11.2015;Individual;Amber;Smith;;female;Smith;22.05.1987;;Single;SmeCollege;0;2;1
733;6046;05.08.2015;Individual;Madison;Dilliard;;female;Dilliard;07.08.1980;;Single;Bachelor;1;4;1
734;5819;24.01.2013;Individual;Brianna;Smith;;female;Smith;10.03.1968;;Single;9thGrade;1;4;1
735;6047;29.06.2014;Individual;Rachel;Dilliard;;female;Dilliard;26.02.1984;;Married;HighSchool;1;2;1
736;5820;20.08.2015;Individual;Jasmine;Smith;;female;Smith;04.03.1978;;Single;SmeCollege;0;3;0
737;5821;19.07.2014;Individual;Katherine;Smith;;female;Smith;30.07.1968;;Single;Bachelor;0;3;1
738;6048;08.06.2016;Individual;Sarah;Dilliard;;female;Dilliard;03.01.1977;;Married;9thGrade;1;4;1
739;5822;02.05.2014;Individual;Amanda;Anderson;;female;Anderson;17.07.1974;;Married;9thGrade;1;2;1
740;6049;10.07.2015;Individual;Shelby;Dilliard;;female;Dilliard;14.04.1977;;Single;HighSchool;1;2;1
741;5823;07.03.2015;Individual;Anna;Anderson;;female;Anderson;09.10.1981;;Married;Bachelor;1;3;1
742;6050;29.04.2015;Individual;Amber;Flosi;;female;Flosi;09.07.1976;;Married;Bachelor;1;4;0
743;5824;26.02.2014;Individual;Danielle;Anderson;;female;Anderson;20.04.1984;;Single;9thGrade;1;4;1
744;6051;02.09.2013;Individual;Brianna;Flosi;;female;Flosi;05.07.1975;;Married;HighSchool;1;2;0
745;5825;18.05.2016;Individual;Hannah;Anderson;;female;Anderson;08.01.1971;;Single;SmeCollege;0;1;0
746;6052;26.06.2016;Individual;Jasmine;Flosi;;female;Flosi;15.07.1987;;Single;9thGrade;1;3;1
747;5826;25.04.2012;Individual;Melissa;Anderson;;female;Anderson;25.04.1962;;Married;Master;0;2;1
748;6053;23.08.2014;Individual;Katherine;Flosi;;female;Flosi;18.10.1970;;Married;Bachelor;0;4;1
749;5827;25.07.2013;Individual;Alexandra;Brown;;female;Brown;01.09.1967;;Married;HighSchool;1;3;1
750;6054;04.12.2016;Individual;Stephanie;Maclead;;female;Maclead;04.02.1965;;Single;AssocDgree;1;4;0
751;5828;25.08.2016;Individual;Melissa;Garufi;;female;Garufi;13.07.1977;;Married;HighSchool;0;4;1
752;6055;13.02.2015;Individual;Alexis;Marrier;;female;Marrier;28.01.1975;;Married;HighSchool;1;3;1
753;6056;06.07.2012;Individual;Allison;Marrier;;female;Marrier;03.01.1962;;Married;SmeCollege;0;3;0
754;6057;16.12.2014;Individual;Amanda;Marrier;;female;Marrier;11.02.1987;;Married;Master;0;4;0
755;6058;07.10.2016;Individual;Anna;Marrier;;female;Marrier;06.06.1986;;Single;Bachelor;0;4;0
756;6059;24.07.2013;Individual;Danielle;Marrier;;female;Marrier;08.10.1960;;Single;AssocDgree;1;2;0
757;6060;03.03.2016;Individual;Hannah;Marrier;;female;Marrier;19.02.1983;;Single;Bachelor;1;4;1
758;6061;08.01.2014;Individual;Melissa;Marrier;;female;Marrier;03.01.1969;;Single;HighSchool;1;1;1
759;6062;09.05.2013;Individual;Jasmine;Paprocki;;female;Paprocki;08.05.1962;;Single;HighSchool;0;3;1
760;5829;31.12.2012;Individual;Abigail;Hernandez;;female;Hernandez;04.04.1984;;Married;Bachelor;1;4;0
761;6063;17.04.2014;Individual;Katherine;Paprocki;;female;Paprocki;09.01.1966;;Single;SmeCollege;0;2;1
762;5830;10.10.2013;Individual;Alyssa;Hernandez;;female;Hernandez;17.04.1975;;Single;Master;1;4;0
763;6064;14.05.2014;Individual;Lauren;Paprocki;;female;Paprocki;29.10.1976;;Single;Bachelor;0;3;1
764;5831;11.06.2015;Individual;Brittany;Hernandez;;female;Hernandez;05.08.1968;;Single;HighSchool;0;2;0
765;6065;11.11.2016;Individual;Madison;Paprocki;;female;Paprocki;11.09.1973;;Single;HighSchool;1;3;1
766;5832;26.09.2014;Individual;Jennifer;Hernandez;;female;Hernandez;08.04.1967;;Single;AssocDgree;1;3;0
767;6066;14.07.2014;Individual;Rachel;Paprocki;;female;Paprocki;25.05.1979;;Single;HighSchool;0;2;0
768;5833;13.05.2013;Individual;Courtney;Martin;;female;Martin;14.05.1970;;Married;9thGrade;1;1;1
769;6067;05.06.2017;Individual;Sarah;Paprocki;;female;Paprocki;27.08.1983;;Married;HighSchool;0;4;1
770;5834;14.08.2015;Individual;Kelsey;Martin;;female;Martin;18.08.1964;;Single;9thGrade;0;1;1
771;6068;17.06.2016;Individual;Shelby;Paprocki;;female;Paprocki;25.03.1980;;Married;Master;0;4;0
772;5835;24.11.2014;Individual;Mary;Martin;;female;Martin;29.06.1975;;Single;Bachelor;0;2;1
773;6069;24.06.2015;Individual;Abigail;Poquette;;female;Poquette;27.07.1982;;Married;9thGrade;1;2;1
774;5836;21.12.2012;Individual;Samantha;Martin;;female;Martin;03.11.1969;;Single;HighSchool;0;2;0
775;6070;30.09.2014;Individual;Alyssa;Poquette;;female;Poquette;11.05.1972;;Married;HighSchool;1;3;1
776;5837;17.04.2016;Individual;Victoria;Martin;;female;Martin;17.01.1974;;Single;Master;1;2;0
777;6071;08.09.2016;Individual;Brittany;Poquette;;female;Poquette;11.07.1983;;Single;Bachelor;1;3;1
778;5838;13.08.2015;Individual;Jennifer;Poquette;;female;Poquette;12.11.1969;;Single;SmeCollege;0;2;1
779;6072;17.12.2013;Individual;Emily;Tollner;;female;Tollner;13.10.1985;;Married;SmeCollege;1;2;0
780;6073;20.05.2012;Individual;Morgan;Tollner;;female;Tollner;14.11.1982;;Single;9thGrade;0;2;0
781;5839;07.12.2013;Individual;Stephanie;Poquette;;female;Poquette;10.10.1974;;Single;SmeCollege;0;4;0
782;6074;06.09.2013;Individual;Brittany;Butt;;female;Butt;26.12.1962;;Single;Bachelor;0;3;0
783;5840;07.07.2015;Individual;Alexandra;Rim;;female;Rim;21.06.1970;;Married;SmeCollege;0;1;0
784;6075;07.01.2015;Individual;Jennifer;Butt;;female;Butt;25.11.1971;;Single;Bachelor;1;4;0
785;5841;28.07.2015;Individual;Elizabeth;Rim;;female;Rim;17.05.1962;;Married;Bachelor;1;4;0
786;6076;07.06.2015;Individual;Rebecca;Butt;;female;Butt;09.06.1968;;Single;SmeCollege;0;2;1
787;5842;31.07.2013;Individual;Megan;Thomas;;female;Thomas;12.04.1969;;Married;Bachelor;1;2;1
788;6077;13.06.2016;Individual;Stephanie;Butt;;female;Butt;14.01.1986;;Single;Master;1;3;0
789;5843;02.08.2015;Individual;Olivia;Thomas;;female;Thomas;19.09.1973;;Single;SmeCollege;1;1;1
790;6078;24.07.2013;Individual;Courtney;Caldarera;;female;Caldarera;20.09.1966;;Single;SmeCollege;1;4;0
791;5844;24.11.2012;Individual;Emily;Thompson;;female;Thompson;14.02.1975;;Single;AssocDgree;1;3;1
792;6079;15.08.2014;Individual;Rebecca;Hernandez;;female;Hernandez;02.06.1973;;Married;SmeCollege;1;1;0
793;5845;11.10.2015;Individual;Morgan;Thompson;;female;Thompson;23.12.1982;;Married;HighSchool;0;4;0
794;5846;24.01.2014;Individual;Elizabeth;Wilson;;female;Wilson;18.09.1963;;Single;HighSchool;0;3;1
795;6080;24.07.2014;Individual;Stephanie;Hernandez;;female;Hernandez;09.05.1979;;Single;AssocDgree;0;2;0
796;5847;13.01.2016;Individual;Megan;Wilson;;female;Wilson;05.09.1982;;Single;9thGrade;1;2;1
797;6081;20.03.2016;Individual;Haley;Jackson;;female;Jackson;14.08.1967;;Married;AssocDgree;1;1;0
798;5848;09.02.2015;Individual;Olivia;Wilson;;female;Wilson;22.10.1985;;Married;HighSchool;0;4;1
799;6082;22.06.2015;Individual;Kimberly;Jackson;;female;Jackson;13.10.1980;;Single;9thGrade;0;4;0
800;5849;04.08.2015;Individual;Elizabeth;Brown;;female;Brown;16.06.1961;;Single;AssocDgree;0;1;1
801;6083;07.04.2017;Individual;Samantha;Rim;;female;Rim;21.04.1971;;Single;Bachelor;0;3;1
802;5850;19.06.2014;Individual;Megan;Brown;;female;Brown;26.11.1978;;Married;HighSchool;1;3;0
803;6084;28.03.2016;Individual;Victoria;Rim;;female;Rim;12.07.1968;;Married;HighSchool;1;2;1
804;5851;27.11.2014;Individual;Olivia;Brown;;female;Brown;10.02.1963;;Single;HighSchool;0;4;0
805;6085;07.09.2016;Individual;Ashley;Rodriguez;;female;Rodriguez;05.09.1963;;Single;Master;1;3;0
806;5852;11.06.2013;Individual;Samantha;Ruta;;female;Ruta;19.06.1971;;Married;Bachelor;0;1;1
807;6086;13.01.2014;Individual;Rebecca;Tollner;;female;Tollner;26.11.1967;;Married;Bachelor;1;4;0
808;5853;15.11.2016;Individual;Victoria;Ruta;;female;Ruta;14.06.1966;;Single;Bachelor;0;3;0
809;6087;26.01.2016;Individual;Stephanie;Tollner;;female;Tollner;02.05.1979;;Married;Bachelor;1;1;0
810;5854;04.07.2016;Individual;Emily;Smith;;female;Smith;18.11.1970;;Single;SmeCollege;1;2;1
811;6088;26.10.2012;Individual;Alexandra;Venere;;female;Venere;16.10.1961;;Single;HighSchool;0;2;0
812;6089;18.09.2012;Individual;Elizabeth;Venere;;female;Venere;17.11.1968;;Single;HighSchool;1;2;0
813;5855;16.02.2014;Individual;Amber;Anderson;;female;Anderson;08.04.1973;;Married;HighSchool;0;3;1
814;6090;12.01.2017;Individual;Megan;Venere;;female;Venere;25.08.1969;;Married;HighSchool;0;1;1
815;5856;04.09.2015;Individual;Brianna;Anderson;;female;Anderson;11.10.1979;;Single;Bachelor;1;2;0
816;6091;25.05.2013;Individual;Olivia;Venere;;female;Venere;12.08.1985;;Married;HighSchool;1;4;1
817;5857;01.01.2017;Individual;Jasmine;Anderson;;female;Anderson;28.12.1965;;Single;HighSchool;0;3;0
818;6092;31.08.2014;Individual;Danielle;Caldarera;;female;Caldarera;12.03.1979;;Single;SmeCollege;1;4;0
819;5858;14.04.2012;Individual;Katherine;Anderson;;female;Anderson;21.06.1980;;Single;Master;1;2;1
820;6093;01.09.2014;Individual;Hannah;Caldarera;;female;Caldarera;01.11.1974;;Married;HighSchool;1;2;1
821;5859;08.10.2013;Individual;Lauren;Anderson;;female;Anderson;11.02.1976;;Single;HighSchool;1;2;0
822;6094;31.08.2013;Individual;Melissa;Caldarera;;female;Caldarera;18.04.1974;;Married;9thGrade;1;3;1
823;5860;23.01.2015;Individual;Madison;Anderson;;female;Anderson;06.09.1978;;Single;SmeCollege;1;2;1
824;6095;07.04.2016;Individual;Morgan;Flosi;;female;Flosi;15.05.1976;;Single;AssocDgree;1;1;1
825;5861;08.06.2014;Individual;Rachel;Anderson;;female;Anderson;23.06.1977;;Married;HighSchool;1;1;0
826;6096;30.10.2016;Individual;Abigail;Foller;;female;Foller;19.07.1981;;Single;HighSchool;0;3;0
827;5862;10.03.2014;Individual;Sarah;Anderson;;female;Anderson;29.12.1981;;Married;Bachelor;0;1;0
828;6097;01.12.2012;Individual;Alyssa;Foller;;female;Foller;06.01.1961;;Single;Master;0;4;1
829;5863;08.08.2016;Individual;Shelby;Anderson;;female;Anderson;17.12.1961;;Married;HighSchool;1;2;0
830;6098;08.04.2014;Individual;Brittany;Foller;;female;Foller;17.08.1976;;Single;9thGrade;0;1;0
831;5864;19.10.2015;Individual;Rachel;Garufi;;female;Garufi;07.07.1972;;Single;Master;1;1;0
832;6099;09.11.2013;Individual;Jennifer;Foller;;female;Foller;08.06.1961;;Married;Bachelor;0;1;0
833;5865;27.08.2013;Individual;Sarah;Garufi;;female;Garufi;19.08.1967;;Married;9thGrade;1;1;0
834;6100;22.03.2012;Individual;Jessica;Rodriguez;;female;Rodriguez;05.05.1984;;Single;9thGrade;0;4;1
835;5866;05.08.2013;Individual;Shelby;Garufi;;female;Garufi;10.07.1963;;Single;SmeCollege;0;4;1
836;6101;12.04.2013;Individual;Kayla;Rodriguez;;female;Rodriguez;01.11.1982;;Married;AssocDgree;0;1;1
837;5867;16.12.2014;Individual;Ashley;Hernandez;;female;Hernandez;01.09.1985;;Married;Bachelor;0;3;0
838;6102;05.09.2012;Individual;Nicole;Rodriguez;;female;Rodriguez;13.09.1963;;Single;HighSchool;0;2;0
839;5868;06.05.2014;Individual;Jessica;Hernandez;;female;Hernandez;03.12.1964;;Married;Bachelor;1;3;0
840;6103;12.10.2015;Individual;Courtney;Ruta;;female;Ruta;24.11.1982;;Single;HighSchool;0;1;0
841;5869;03.09.2016;Individual;Kayla;Hernandez;;female;Hernandez;10.09.1975;;Married;Bachelor;1;3;0
842;6104;08.02.2015;Individual;Emily;White;;female;White;20.10.1963;;Married;Bachelor;0;2;1
843;5870;28.10.2013;Individual;Alexis;Martin;;female;Martin;12.08.1961;;Married;SmeCollege;1;2;0
844;6105;14.09.2013;Individual;Morgan;White;;female;White;23.03.1981;;Married;HighSchool;0;1;1
845;5871;22.10.2015;Individual;Allison;Martin;;female;Martin;20.07.1961;;Single;SmeCollege;0;4;0
846;6106;01.01.2014;Individual;Haley;Darakjy;;female;Darakjy;19.07.1967;;Married;HighSchool;1;1;1
847;5872;04.06.2017;Individual;Amanda;Martin;;female;Martin;14.02.1964;;Married;Bachelor;0;3;0
848;6107;22.12.2013;Individual;Kimberly;Darakjy;;female;Darakjy;03.10.1969;;Married;Master;0;4;1
849;5873;06.04.2015;Individual;Anna;Martin;;female;Martin;17.01.1971;;Single;AssocDgree;0;3;0
850;6108;16.04.2016;Individual;Taylor;Darakjy;;female;Darakjy;14.04.1987;;Married;Bachelor;1;4;0
851;5874;08.04.2014;Individual;Danielle;Martin;;female;Martin;16.06.1968;;Married;SmeCollege;0;3;1
852;6109;10.03.2013;Individual;Ashley;Davis;;female;Davis;23.10.1960;;Married;HighSchool;1;2;0
853;5875;10.11.2014;Individual;Hannah;Martin;;female;Martin;07.01.1979;;Married;Bachelor;1;3;0
854;6110;14.10.2016;Individual;Rebecca;Foller;;female;Foller;04.10.1979;;Single;SmeCollege;1;2;0
855;5876;17.09.2013;Individual;Melissa;Martin;;female;Martin;09.06.1983;;Single;AssocDgree;0;1;0
856;6111;22.05.2014;Individual;Stephanie;Foller;;female;Foller;24.09.1982;;Married;AssocDgree;1;1;0
857;5877;27.03.2014;Individual;Kayla;Poquette;;female;Poquette;19.10.1980;;Married;HighSchool;0;2;0
858;6112;28.09.2015;Individual;Ashley;Garcia;;female;Garcia;15.09.1987;;Single;9thGrade;1;3;0
859;5878;27.08.2014;Individual;Nicole;Poquette;;female;Poquette;07.10.1983;;Single;Bachelor;0;3;1
860;6113;11.01.2015;Individual;Jessica;Garcia;;female;Garcia;22.01.1981;;Married;HighSchool;1;1;0
861;5879;24.03.2017;Individual;Courtney;Rim;;female;Rim;19.12.1979;;Married;HighSchool;0;1;1
862;6114;09.10.2016;Individual;Kayla;Garcia;;female;Garcia;22.02.1978;;Single;HighSchool;1;3;1
863;5880;04.03.2015;Individual;Samantha;Thomas;;female;Thomas;18.09.1960;;Married;SmeCollege;1;3;1
864;6115;01.03.2014;Individual;Ashley;Maclead;;female;Maclead;09.12.1966;;Married;9thGrade;0;4;1
865;5881;22.11.2014;Individual;Victoria;Thomas;;female;Thomas;26.01.1972;;Single;AssocDgree;0;1;1
866;6116;25.02.2016;Individual;Jessica;Maclead;;female;Maclead;29.08.1962;;Single;SmeCollege;0;3;0
867;5882;02.07.2015;Individual;Abigail;Thompson;;female;Thompson;21.07.1985;;Married;Bachelor;1;3;0
868;6117;23.11.2015;Individual;Kayla;Maclead;;female;Maclead;09.11.1980;;Married;9thGrade;0;1;1
869;5883;22.05.2015;Individual;Alyssa;Thompson;;female;Thompson;11.11.1961;;Married;HighSchool;0;2;0
870;6118;27.06.2012;Individual;Nicole;Maclead;;female;Maclead;20.11.1979;;Married;AssocDgree;0;1;1
871;5884;01.03.2015;Individual;Brittany;Thompson;;female;Thompson;17.11.1983;;Single;HighSchool;1;3;1
872;6119;18.08.2016;Individual;Jasmine;Morasca;;female;Morasca;03.04.1973;;Married;HighSchool;1;3;1
873;5885;30.01.2013;Individual;Jennifer;Thompson;;female;Thompson;27.02.1975;;Married;SmeCollege;1;2;0
874;5886;03.09.2014;Individual;Courtney;Wilson;;female;Wilson;09.11.1982;;Married;HighSchool;1;4;1
875;6120;10.02.2016;Individual;Katherine;Morasca;;female;Morasca;23.07.1980;;Married;9thGrade;0;4;1
876;5887;23.01.2014;Individual;Kelsey;Wilson;;female;Wilson;08.06.1979;;Single;SmeCollege;0;3;1
877;6121;29.10.2015;Individual;Lauren;Morasca;;female;Morasca;25.05.1975;;Married;SmeCollege;1;2;0
878;5888;01.03.2016;Individual;Mary;Wilson;;female;Wilson;24.12.1979;;Married;Bachelor;1;1;0
879;6122;25.11.2013;Individual;Madison;Morasca;;female;Morasca;29.07.1979;;Single;HighSchool;1;3;1
880;5889;12.06.2016;Individual;Samantha;Wilson;;female;Wilson;04.06.1977;;Single;Bachelor;1;3;0
881;6123;15.07.2015;Individual;Rachel;Morasca;;female;Morasca;20.09.1985;;Married;Bachelor;0;2;1
882;5890;27.09.2013;Individual;Victoria;Wilson;;female;Wilson;23.04.1971;;Married;HighSchool;0;4;0
883;6124;20.04.2012;Individual;Sarah;Morasca;;female;Morasca;20.11.1978;;Single;AssocDgree;0;3;0
884;5891;15.05.2014;Individual;Courtney;Brown;;female;Brown;19.12.1965;;Single;HighSchool;1;2;0
885;6125;25.06.2014;Individual;Lauren;Ruta;;female;Ruta;26.12.1985;;Single;HighSchool;0;1;0
886;5892;26.11.2014;Individual;Brianna;Taylor;;female;Taylor;06.05.1964;;Married;HighSchool;1;1;0
887;6126;11.07.2016;Individual;Madison;Ruta;;female;Ruta;04.05.1981;;Single;SmeCollege;1;3;1
888;5893;20.08.2014;Individual;Jasmine;Taylor;;female;Taylor;22.04.1963;;Single;SmeCollege;1;3;0
889;6127;18.10.2013;Individual;Rachel;Ruta;;female;Ruta;10.10.1979;;Single;HighSchool;0;1;1
890;6128;19.03.2017;Individual;Sarah;Ruta;;female;Ruta;22.09.1984;;Single;HighSchool;0;1;1
891;5894;16.06.2016;Individual;Katherine;Taylor;;female;Taylor;14.01.1980;;Single;AssocDgree;1;2;0
892;6129;19.07.2016;Individual;Shelby;Ruta;;female;Ruta;24.04.1983;;Married;Bachelor;0;3;0
893;5895;19.03.2015;Individual;Alexandra;Williams;;female;Williams;19.10.1970;;Married;AssocDgree;0;1;0
894;6130;04.06.2013;Individual;Ashley;Smith;;female;Smith;20.01.1962;;Single;Bachelor;0;2;0
895;5896;21.03.2015;Individual;Elizabeth;Williams;;female;Williams;20.05.1986;;Married;AssocDgree;0;3;0
896;5897;28.04.2015;Individual;Megan;Williams;;female;Williams;26.09.1960;;Single;Bachelor;0;1;0
897;5898;16.04.2017;Individual;Olivia;Williams;;female;Williams;30.07.1972;;Married;9thGrade;0;1;1
898;5899;19.01.2017;Individual;Kimberly;Davis;;female;Davis;20.04.1964;;Single;SmeCollege;0;1;1
899;5900;07.10.2016;Individual;Taylor;Davis;;female;Davis;04.01.1985;;Married;Bachelor;1;4;1
900;5901;18.12.2015;Individual;Abigail;Dilliard;;female;Dilliard;23.03.1973;;Married;HighSchool;1;4;1
901;5902;10.03.2012;Individual;Alyssa;Dilliard;;female;Dilliard;31.12.1982;;Single;HighSchool;0;3;1
902;5903;28.03.2012;Individual;Brittany;Dilliard;;female;Dilliard;15.07.1968;;Single;Bachelor;1;3;0
903;5904;03.10.2016;Individual;Taylor;Garcia;;female;Garcia;27.11.1963;;Married;HighSchool;0;4;1
904;5453;21.12.2015;Individual;Kayla;Butt;;female;Butt;01.02.1982;;Married;HighSchool;1;1;0
905;5454;16.11.2014;Individual;Nicole;Butt;;female;Butt;16.08.1981;;Married;SmeCollege;1;1;1
906;5455;09.01.2012;Individual;Alexis;Caldarera;;female;Caldarera;26.02.1973;;Single;9thGrade;1;2;1
907;5456;27.05.2017;Individual;Allison;Caldarera;;female;Caldarera;10.10.1963;;Single;Bachelor;0;3;1
908;5001;16.07.2016;Individual;Ashley;Albares;;female;Albares;18.06.1968;;Married;SmeCollege;1;3;1
909;5457;26.04.2017;Individual;Amanda;Caldarera;;female;Caldarera;18.10.1969;;Married;HighSchool;1;1;1
910;5002;15.06.2013;Individual;Jessica;Albares;;female;Albares;07.02.1960;;Single;HighSchool;1;2;0
911;5458;21.02.2017;Individual;Anna;Caldarera;;female;Caldarera;14.09.1978;;Married;Bachelor;0;3;0
912;5003;02.11.2012;Individual;Kayla;Albares;;female;Albares;06.12.1970;;Married;HighSchool;1;1;0
913;5459;06.10.2015;Individual;Nicole;Hernandez;;female;Hernandez;25.06.1981;;Married;Bachelor;1;2;1
914;5004;26.06.2016;Individual;Nicole;Albares;;female;Albares;04.09.1971;;Married;HighSchool;0;4;0
915;5460;20.07.2016;Individual;Alexandra;Jackson;;female;Jackson;13.08.1983;;Married;9thGrade;0;4;0
916;5461;11.07.2014;Individual;Elizabeth;Jackson;;female;Jackson;09.03.1976;;Single;SmeCollege;0;1;1
917;5005;15.02.2012;Individual;Samantha;Johnson;;female;Johnson;28.03.1974;;Married;SmeCollege;0;1;0
918;5462;12.12.2013;Individual;Megan;Jackson;;female;Jackson;15.12.1965;;Single;HighSchool;0;1;1
919;5006;25.02.2013;Individual;Victoria;Johnson;;female;Johnson;15.09.1985;;Married;Bachelor;1;3;0
920;5463;09.11.2013;Individual;Haley;Martinez;;female;Martinez;03.04.1981;;Single;Bachelor;0;3;0
921;5007;05.05.2013;Individual;Courtney;Jones;;female;Jones;31.03.1980;;Single;9thGrade;0;1;0
922;5464;03.03.2016;Individual;Kimberly;Martinez;;female;Martinez;19.11.1985;;Single;Master;1;4;0
923;5008;12.06.2017;Individual;Kelsey;Jones;;female;Jones;12.09.1964;;Married;9thGrade;0;2;0
924;5465;24.04.2016;Individual;Taylor;Martinez;;female;Martinez;17.10.1962;;Married;9thGrade;1;2;0
925;5009;05.11.2013;Individual;Mary;Jones;;female;Jones;26.03.1966;;Married;Bachelor;0;3;1
926;5466;11.11.2015;Individual;Alexandra;Miller;;female;Miller;10.12.1984;;Single;SmeCollege;0;3;0
927;5010;29.12.2015;Individual;Samantha;Jones;;female;Jones;09.07.1977;;Married;Bachelor;0;3;1
928;5467;22.01.2013;Individual;Kelsey;Rim;;female;Rim;04.09.1969;;Single;AssocDgree;1;4;0
929;5011;05.05.2016;Individual;Anna;Moore;;female;Moore;28.06.1980;;Married;Master;1;3;0
930;5468;05.09.2016;Individual;Mary;Rim;;female;Rim;17.04.1968;;Married;HighSchool;0;3;1
931;5012;29.12.2015;Individual;Danielle;Moore;;female;Moore;04.07.1978;;Married;Bachelor;0;2;1
932;5469;28.12.2015;Individual;Madison;Brown;;female;Brown;22.09.1961;;Married;HighSchool;0;4;1
933;5013;30.06.2015;Individual;Hannah;Moore;;female;Moore;02.12.1980;;Married;SmeCollege;1;2;1
934;5470;20.01.2016;Individual;Rachel;Brown;;female;Brown;26.07.1986;;Married;HighSchool;1;4;0
935;5014;02.12.2013;Individual;Melissa;Moore;;female;Moore;06.03.1980;;Married;SmeCollege;0;2;1
936;5471;20.06.2016;Individual;Sarah;Brown;;female;Brown;09.03.1970;;Single;SmeCollege;1;4;0
937;5015;28.02.2013;Individual;Ashley;Morasca;;female;Morasca;28.11.1959;;Married;HighSchool;0;2;1
938;5472;30.10.2013;Individual;Shelby;Brown;;female;Brown;14.07.1963;;Single;9thGrade;0;3;0
939;5016;12.04.2014;Individual;Rebecca;Taylor;;female;Taylor;25.01.1975;;Single;HighSchool;0;1;1
940;5473;17.11.2015;Individual;Alexandra;Butt;;female;Butt;04.08.1976;;Single;SmeCollege;1;1;0
941;5017;13.02.2012;Individual;Stephanie;Taylor;;female;Taylor;02.09.1968;;Married;9thGrade;1;1;0
942;5474;25.08.2016;Individual;Jessica;Dilliard;;female;Dilliard;11.08.1986;;Single;Bachelor;1;4;1
943;5018;28.07.2016;Individual;Emily;Thomas;;female;Thomas;05.10.1982;;Single;Bachelor;0;2;1
944;5475;25.04.2014;Individual;Kayla;Dilliard;;female;Dilliard;08.08.1985;;Married;AssocDgree;0;2;0
945;5019;26.03.2012;Individual;Abigail;Wieser;;female;Wieser;21.09.1973;;Single;SmeCollege;1;2;1
946;5476;28.11.2016;Individual;Nicole;Dilliard;;female;Dilliard;14.07.1983;;Married;HighSchool;1;1;0
947;5020;29.12.2015;Individual;Alyssa;Wieser;;female;Wieser;13.08.1964;;Single;HighSchool;0;3;0
948;5477;31.07.2013;Individual;Ashley;Flosi;;female;Flosi;22.04.1963;;Single;Bachelor;0;4;1
949;5021;23.04.2013;Individual;Brittany;Wieser;;female;Wieser;09.01.1967;;Married;Bachelor;1;2;0
950;5478;22.10.2016;Individual;Jessica;Flosi;;female;Flosi;09.04.1988;;Single;Bachelor;0;3;0
951;5022;18.07.2013;Individual;Jennifer;Wieser;;female;Wieser;22.10.1958;;Married;AssocDgree;1;1;1
952;5479;18.02.2015;Individual;Abigail;Marrier;;female;Marrier;30.11.1969;;Married;HighSchool;1;2;0
953;5023;08.05.2015;Individual;Rebecca;Wieser;;female;Wieser;26.06.1966;;Married;Master;0;3;1
954;5480;31.10.2016;Individual;Alyssa;Marrier;;female;Marrier;23.06.1982;;Single;9thGrade;0;2;1
955;5227;06.03.2014;Individual;Jasmine;Maclead;;female;Maclead;05.12.1985;;Married;Master;0;2;1
956;5024;11.12.2016;Individual;Stephanie;Wieser;;female;Wieser;03.10.1984;;Married;AssocDgree;1;4;1
957;5481;01.12.2014;Individual;Brittany;Marrier;;female;Marrier;03.08.1978;;Married;HighSchool;0;2;1
958;5228;06.06.2014;Individual;Katherine;Maclead;;female;Maclead;10.12.1986;;Married;HighSchool;0;4;0
959;5482;27.11.2015;Individual;Jennifer;Marrier;;female;Marrier;25.11.1974;;Single;9thGrade;1;1;1
960;5025;27.04.2017;Individual;Courtney;Amigon;;female;Amigon;17.03.1983;;Married;SmeCollege;1;3;1
961;5483;22.04.2015;Individual;Rebecca;Marrier;;female;Marrier;06.09.1971;;Married;SmeCollege;0;4;1
962;5229;01.05.2017;Individual;Lauren;Maclead;;female;Maclead;26.05.1979;;Single;AssocDgree;0;2;0
963;5026;24.12.2012;Individual;Kelsey;Amigon;;female;Amigon;28.01.1964;;Married;Bachelor;0;3;1
964;5484;24.02.2017;Individual;Stephanie;Marrier;;female;Marrier;17.02.1980;;Single;HighSchool;1;4;0
965;5230;19.09.2013;Individual;Madison;Maclead;;female;Maclead;16.11.1983;;Single;Bachelor;1;4;0
966;5027;20.01.2014;Individual;Mary;Amigon;;female;Amigon;28.11.1963;;Married;Bachelor;1;4;1
967;5485;02.04.2014;Individual;Jessica;Paprocki;;female;Paprocki;13.09.1974;;Married;Master;1;1;0
968;5028;14.11.2016;Individual;Victoria;Amigon;;female;Amigon;29.09.1962;;Married;Bachelor;1;1;1
