;FIN_FINANCIALCONTRACTID;FIN_SOURCESYSTEM;SEQUENCENUMBER3;ISSUENUMBER;NUMBERONCARD;VALIDFROMONCARD;VALIDTOONCARD;LIFECYCLESTATUS2;ISSUEREASON;CARDDELIVERYDATE;PINDELIVERYDATE;SHIPPINGMETHOD
1193;100000024;CARDSYSTEM;100000024;1;376580624;19.12.2016;18.12.2020;active;FirstIssue;25.12.2016;28.12.2016;StandardMail
1194;100000493;CARDSYSTEM;100000493;1;314334413;09.05.2017;08.05.2021;active;FirstIssue;14.05.2017;20.05.2017;StandardMail
1195;100000025;CARDSYSTEM;100000025;1;32378929;06.05.2017;05.05.2021;active;FirstIssue;09.05.2017;16.05.2017;StandardMail
1196;100000494;CARDSYSTEM;100000494;1;172758603;29.11.2014;28.11.2018;active;FirstIssue;05.12.2014;07.12.2014;StandardMail
1197;100000026;CARDSYSTEM;100000026;1;1005433532;31.12.2012;30.12.2016;active;FirstIssue;03.01.2013;08.01.2013;StandardMail
1198;100000495;CARDSYSTEM;100000495;1;422126784;06.07.2016;05.07.2020;active;FirstIssue;10.07.2016;15.07.2016;StandardMail
1199;100000027;CARDSYSTEM;100000027;1;323569827;26.01.2014;25.01.2018;active;FirstIssue;31.01.2014;05.02.2014;StandardMail
1200;100000496;CARDSYSTEM;100000496;1;13647725;06.04.2015;05.04.2019;active;FirstIssue;09.04.2015;14.04.2015;StandardMail
1201;100000028;CARDSYSTEM;100000028;1;552842157;22.11.2016;21.11.2020;active;FirstIssue;26.11.2016;30.11.2016;StandardMail
1202;100000497;CARDSYSTEM;100000497;1;75813049;24.07.2016;23.07.2020;active;FirstIssue;27.07.2016;03.08.2016;StandardMail
1203;100000498;CARDSYSTEM;100000498;1;847185780;19.02.2012;18.02.2016;active;FirstIssue;24.02.2012;01.03.2012;StandardMail
1204;100000029;CARDSYSTEM;100000029;1;175600995;26.02.2014;25.02.2018;active;FirstIssue;04.03.2014;06.03.2014;StandardMail
1205;100000499;CARDSYSTEM;100000499;1;710565998;10.06.2012;09.06.2016;active;FirstIssue;13.06.2012;21.06.2012;StandardMail
1206;100000030;CARDSYSTEM;100000030;1;878128426;08.04.2012;07.04.2016;active;FirstIssue;11.04.2012;17.04.2012;StandardMail
1207;100000500;CARDSYSTEM;100000500;1;291052862;15.02.2015;14.02.2019;active;FirstIssue;20.02.2015;26.02.2015;StandardMail
1208;100000031;CARDSYSTEM;100000031;1;17205640;04.06.2013;03.06.2017;active;FirstIssue;10.06.2013;15.06.2013;StandardMail
1209;100000501;CARDSYSTEM;100000501;1;375250235;07.10.2013;06.10.2017;active;FirstIssue;10.10.2013;17.10.2013;StandardMail
1210;100000032;CARDSYSTEM;100000032;1;820002252;28.10.2015;27.10.2019;active;FirstIssue;01.11.2015;05.11.2015;StandardMail
1211;100000502;CARDSYSTEM;100000502;1;48537451;16.09.2015;15.09.2019;active;FirstIssue;22.09.2015;24.09.2015;StandardMail
1212;100000033;CARDSYSTEM;100000033;1;43615998;25.04.2016;24.04.2020;active;FirstIssue;29.04.2016;06.05.2016;StandardMail
1213;100000503;CARDSYSTEM;100000503;1;29571626;05.07.2012;04.07.2016;active;FirstIssue;08.07.2012;16.07.2012;StandardMail
1214;100000034;CARDSYSTEM;100000034;1;507290918;10.02.2013;09.02.2017;active;FirstIssue;15.02.2013;18.02.2013;StandardMail
1215;100000504;CARDSYSTEM;100000504;1;998523884;24.06.2013;23.06.2017;active;FirstIssue;30.06.2013;03.07.2013;StandardMail
1216;100000035;CARDSYSTEM;100000035;1;525386636;30.10.2016;29.10.2020;active;FirstIssue;04.11.2016;08.11.2016;StandardMail
1217;100000505;CARDSYSTEM;100000505;1;842322627;22.03.2013;21.03.2017;active;FirstIssue;26.03.2013;01.04.2013;StandardMail
1218;100000036;CARDSYSTEM;100000036;1;47465941;20.04.2014;19.04.2018;active;FirstIssue;24.04.2014;29.04.2014;StandardMail
1219;100000506;CARDSYSTEM;100000506;1;414082071;06.01.2016;05.01.2020;active;FirstIssue;10.01.2016;14.01.2016;StandardMail
1220;100000037;CARDSYSTEM;100000037;1;45412023;13.05.2013;12.05.2017;active;FirstIssue;18.05.2013;23.05.2013;StandardMail
1221;100000507;CARDSYSTEM;100000507;1;466331963;04.08.2014;03.08.2018;active;FirstIssue;07.08.2014;13.08.2014;StandardMail
1222;100000508;CARDSYSTEM;100000508;1;341908700;03.08.2014;02.08.2018;active;FirstIssue;07.08.2014;11.08.2014;StandardMail
1223;100000038;CARDSYSTEM;100000038;1;599918318;21.02.2013;20.02.2017;active;FirstIssue;26.02.2013;01.03.2013;StandardMail
1224;100000509;CARDSYSTEM;100000509;1;485777897;30.03.2015;29.03.2019;active;FirstIssue;05.04.2015;08.04.2015;StandardMail
1225;100000039;CARDSYSTEM;100000039;1;204961995;25.01.2014;24.01.2018;active;FirstIssue;31.01.2014;04.02.2014;StandardMail
1226;100000510;CARDSYSTEM;100000510;1;798150129;25.06.2013;24.06.2017;active;FirstIssue;28.06.2013;05.07.2013;StandardMail
1227;100000040;CARDSYSTEM;100000040;1;712992493;24.03.2016;23.03.2020;active;FirstIssue;30.03.2016;02.04.2016;StandardMail
1228;100000511;CARDSYSTEM;100000511;1;683781728;23.01.2017;22.01.2021;active;FirstIssue;26.01.2017;31.01.2017;StandardMail
1229;100000041;CARDSYSTEM;100000041;1;51865722;11.03.2014;10.03.2018;active;FirstIssue;17.03.2014;22.03.2014;StandardMail
1230;100000512;CARDSYSTEM;100000512;1;270569285;16.11.2013;15.11.2017;active;FirstIssue;22.11.2013;25.11.2013;StandardMail
1231;100000042;CARDSYSTEM;100000042;1;864536852;07.08.2016;06.08.2020;active;FirstIssue;11.08.2016;17.08.2016;StandardMail
1232;100000513;CARDSYSTEM;100000513;1;521194791;18.10.2012;17.10.2016;active;FirstIssue;23.10.2012;29.10.2012;StandardMail
1233;100000043;CARDSYSTEM;100000043;1;455695655;23.10.2015;22.10.2019;active;FirstIssue;28.10.2015;31.10.2015;StandardMail
1234;100000514;CARDSYSTEM;100000514;1;98772039;10.12.2014;09.12.2018;active;FirstIssue;13.12.2014;20.12.2014;StandardMail
1235;100000044;CARDSYSTEM;100000044;1;526560858;26.09.2013;25.09.2017;active;FirstIssue;30.09.2013;05.10.2013;StandardMail
1236;100000515;CARDSYSTEM;100000515;1;167293888;20.12.2014;19.12.2018;active;FirstIssue;24.12.2014;28.12.2014;StandardMail
1237;100000045;CARDSYSTEM;100000045;1;867085106;04.04.2017;03.04.2021;active;FirstIssue;08.04.2017;15.04.2017;StandardMail
1238;100000516;CARDSYSTEM;100000516;1;667957657;23.08.2012;22.08.2016;active;FirstIssue;28.08.2012;03.09.2012;StandardMail
1239;100000046;CARDSYSTEM;100000046;1;624125460;24.04.2012;23.04.2016;active;FirstIssue;27.04.2012;03.05.2012;StandardMail
1240;100000517;CARDSYSTEM;100000517;1;656357833;08.06.2012;07.06.2016;active;FirstIssue;13.06.2012;18.06.2012;StandardMail
1241;100000047;CARDSYSTEM;100000047;1;373484393;26.04.2015;25.04.2019;active;FirstIssue;01.05.2015;07.05.2015;StandardMail
1242;100000518;CARDSYSTEM;100000518;1;932918891;27.09.2014;26.09.2018;active;FirstIssue;30.09.2014;06.10.2014;StandardMail
1243;100000519;CARDSYSTEM;100000519;1;188990408;13.05.2012;12.05.2016;active;FirstIssue;17.05.2012;23.05.2012;StandardMail
1244;100000048;CARDSYSTEM;100000048;1;153080918;17.02.2015;16.02.2019;active;FirstIssue;23.02.2015;26.02.2015;StandardMail
1245;100000520;CARDSYSTEM;100000520;1;632736882;02.06.2012;01.06.2016;active;FirstIssue;08.06.2012;13.06.2012;StandardMail
1246;100000049;CARDSYSTEM;100000049;1;681294670;24.09.2012;23.09.2016;active;FirstIssue;30.09.2012;04.10.2012;StandardMail
1247;100000521;CARDSYSTEM;100000521;1;355233203;30.08.2016;29.08.2020;active;FirstIssue;02.09.2016;07.09.2016;StandardMail
1248;100000050;CARDSYSTEM;100000050;1;768855782;30.06.2016;29.06.2020;active;FirstIssue;03.07.2016;10.07.2016;StandardMail
1249;100000522;CARDSYSTEM;100000522;1;656442218;01.02.2016;31.01.2020;active;FirstIssue;04.02.2016;10.02.2016;StandardMail
1250;100000051;CARDSYSTEM;100000051;1;619238336;17.10.2012;16.10.2016;active;FirstIssue;23.10.2012;28.10.2012;StandardMail
1251;100000523;CARDSYSTEM;100000523;1;984792432;04.03.2016;03.03.2020;active;FirstIssue;08.03.2016;12.03.2016;StandardMail
1252;100000524;CARDSYSTEM;100000524;1;357285422;17.04.2016;16.04.2020;active;FirstIssue;21.04.2016;28.04.2016;StandardMail
1253;100000052;CARDSYSTEM;100000052;1;527604319;07.04.2014;06.04.2018;active;FirstIssue;11.04.2014;17.04.2014;StandardMail
1254;100000525;CARDSYSTEM;100000525;1;566397097;12.08.2016;11.08.2020;active;FirstIssue;15.08.2016;23.08.2016;StandardMail
1255;100000053;CARDSYSTEM;100000053;1;982791390;13.12.2012;12.12.2016;active;FirstIssue;16.12.2012;24.12.2012;StandardMail
1256;100000526;CARDSYSTEM;100000526;1;219916037;22.03.2015;21.03.2019;active;FirstIssue;28.03.2015;31.03.2015;StandardMail
1257;100000054;CARDSYSTEM;100000054;1;557916136;25.05.2016;24.05.2020;active;FirstIssue;29.05.2016;04.06.2016;StandardMail
1258;100000527;CARDSYSTEM;100000527;1;660319373;20.07.2015;19.07.2019;active;FirstIssue;25.07.2015;29.07.2015;StandardMail
1259;100000055;CARDSYSTEM;100000055;1;1003921278;19.03.2016;18.03.2020;active;FirstIssue;25.03.2016;29.03.2016;StandardMail
1260;100000528;CARDSYSTEM;100000528;1;97236229;20.03.2016;19.03.2020;active;FirstIssue;24.03.2016;28.03.2016;StandardMail
1261;100000056;CARDSYSTEM;100000056;1;260591110;27.06.2016;26.06.2020;active;FirstIssue;02.07.2016;06.07.2016;StandardMail
1262;100000529;CARDSYSTEM;100000529;1;415907976;21.11.2016;20.11.2020;active;FirstIssue;24.11.2016;29.11.2016;StandardMail
1263;100000530;CARDSYSTEM;100000530;1;378944009;02.06.2016;01.06.2020;active;FirstIssue;08.06.2016;10.06.2016;StandardMail
1264;100000057;CARDSYSTEM;100000057;1;445095876;18.12.2012;17.12.2016;active;FirstIssue;21.12.2012;29.12.2012;StandardMail
1265;100000531;CARDSYSTEM;100000531;1;305137194;20.09.2016;19.09.2020;active;FirstIssue;25.09.2016;29.09.2016;StandardMail
1266;100000058;CARDSYSTEM;100000058;1;759693029;20.04.2015;19.04.2019;active;FirstIssue;25.04.2015;30.04.2015;StandardMail
1267;100000532;CARDSYSTEM;100000532;1;736928147;04.05.2012;03.05.2016;active;FirstIssue;10.05.2012;14.05.2012;StandardMail
1268;100000059;CARDSYSTEM;100000059;1;299510680;11.01.2016;10.01.2020;active;FirstIssue;16.01.2016;22.01.2016;StandardMail
1269;100000533;CARDSYSTEM;100000533;1;378296016;19.06.2015;18.06.2019;active;FirstIssue;24.06.2015;27.06.2015;StandardMail
1270;100000060;CARDSYSTEM;100000060;1;642514266;20.08.2014;19.08.2018;active;FirstIssue;24.08.2014;29.08.2014;StandardMail
1271;100000534;CARDSYSTEM;100000534;1;741838509;16.03.2017;15.03.2021;active;FirstIssue;20.03.2017;26.03.2017;StandardMail
1272;100000061;CARDSYSTEM;100000061;1;279522538;12.01.2017;11.01.2021;active;FirstIssue;17.01.2017;21.01.2017;StandardMail
1273;100000535;CARDSYSTEM;100000535;1;835362069;19.07.2016;18.07.2020;active;FirstIssue;23.07.2016;28.07.2016;StandardMail
1274;100000062;CARDSYSTEM;100000062;1;640060577;08.02.2017;07.02.2021;active;FirstIssue;14.02.2017;18.02.2017;StandardMail
1275;100000536;CARDSYSTEM;100000536;1;446874339;31.05.2016;30.05.2020;active;FirstIssue;06.06.2016;11.06.2016;StandardMail
1276;100000063;CARDSYSTEM;100000063;1;761232267;29.01.2016;28.01.2020;active;FirstIssue;04.02.2016;06.02.2016;StandardMail
1277;100000537;CARDSYSTEM;100000537;1;410053812;06.08.2016;05.08.2020;active;FirstIssue;12.08.2016;17.08.2016;StandardMail
1278;100000538;CARDSYSTEM;100000538;1;159063277;28.06.2012;27.06.2016;active;FirstIssue;03.07.2012;08.07.2012;StandardMail
1279;100000064;CARDSYSTEM;100000064;1;738028887;11.02.2015;10.02.2019;active;FirstIssue;17.02.2015;21.02.2015;StandardMail
1280;100000539;CARDSYSTEM;100000539;1;46078574;13.08.2015;12.08.2019;active;FirstIssue;16.08.2015;24.08.2015;StandardMail
1281;100000065;CARDSYSTEM;100000065;1;557566175;21.08.2012;20.08.2016;active;FirstIssue;25.08.2012;29.08.2012;StandardMail
1282;100000540;CARDSYSTEM;100000540;1;936653301;01.11.2013;31.10.2017;active;FirstIssue;04.11.2013;09.11.2013;StandardMail
1283;100000066;CARDSYSTEM;100000066;1;290969615;26.08.2015;25.08.2019;active;FirstIssue;31.08.2015;03.09.2015;StandardMail
1284;100000541;CARDSYSTEM;100000541;1;550494465;18.04.2016;17.04.2020;active;FirstIssue;21.04.2016;28.04.2016;StandardMail
1285;100000067;CARDSYSTEM;100000067;1;872786545;15.05.2016;14.05.2020;active;FirstIssue;20.05.2016;25.05.2016;StandardMail
1286;100000542;CARDSYSTEM;100000542;1;964211481;08.01.2015;07.01.2019;active;FirstIssue;12.01.2015;18.01.2015;StandardMail
1287;100000068;CARDSYSTEM;100000068;1;76550546;12.07.2016;11.07.2020;active;FirstIssue;16.07.2016;21.07.2016;StandardMail
1288;100000543;CARDSYSTEM;100000543;1;388700035;28.04.2012;27.04.2016;active;FirstIssue;04.05.2012;07.05.2012;StandardMail
1289;100000069;CARDSYSTEM;100000069;1;1001651104;15.02.2017;14.02.2021;active;FirstIssue;18.02.2017;24.02.2017;StandardMail
1290;100000070;CARDSYSTEM;100000070;1;803739625;20.01.2014;19.01.2018;active;FirstIssue;23.01.2014;29.01.2014;StandardMail
1291;100000544;CARDSYSTEM;100000544;1;798837015;01.12.2012;30.11.2016;active;FirstIssue;05.12.2012;12.12.2012;StandardMail
1292;100000071;CARDSYSTEM;100000071;1;809193746;24.09.2013;23.09.2017;active;FirstIssue;29.09.2013;04.10.2013;StandardMail
1293;100000545;CARDSYSTEM;100000545;1;497317962;27.06.2014;26.06.2018;active;FirstIssue;30.06.2014;07.07.2014;StandardMail
1294;100000546;CARDSYSTEM;100000546;1;551374372;21.01.2015;20.01.2019;active;FirstIssue;24.01.2015;01.02.2015;StandardMail
1295;100000072;CARDSYSTEM;100000072;1;434840663;04.05.2016;03.05.2020;active;FirstIssue;09.05.2016;15.05.2016;StandardMail
1296;100000547;CARDSYSTEM;100000547;1;965460958;20.09.2016;19.09.2020;active;FirstIssue;26.09.2016;29.09.2016;StandardMail
1297;100000073;CARDSYSTEM;100000073;1;746174491;14.04.2016;13.04.2020;active;FirstIssue;17.04.2016;23.04.2016;StandardMail
1298;100000548;CARDSYSTEM;100000548;1;451278046;28.04.2012;27.04.2016;active;FirstIssue;04.05.2012;09.05.2012;StandardMail
1299;100000074;CARDSYSTEM;100000074;1;788508296;02.05.2017;01.05.2021;active;FirstIssue;08.05.2017;10.05.2017;StandardMail
1300;100000549;CARDSYSTEM;100000549;1;646619050;26.02.2013;25.02.2017;active;FirstIssue;04.03.2013;07.03.2013;StandardMail
1301;100000075;CARDSYSTEM;100000075;1;119216531;13.04.2015;12.04.2019;active;FirstIssue;18.04.2015;22.04.2015;StandardMail
1302;100000550;CARDSYSTEM;100000550;1;797212734;18.10.2013;17.10.2017;active;FirstIssue;24.10.2013;27.10.2013;StandardMail
1303;100000551;CARDSYSTEM;100000551;1;241044369;09.06.2012;08.06.2016;active;FirstIssue;13.06.2012;19.06.2012;StandardMail
1304;100000076;CARDSYSTEM;100000076;1;214047445;31.03.2016;30.03.2020;active;FirstIssue;04.04.2016;09.04.2016;StandardMail
1305;100000552;CARDSYSTEM;100000552;1;167007701;25.12.2013;24.12.2017;active;FirstIssue;28.12.2013;03.01.2014;StandardMail
1306;100000077;CARDSYSTEM;100000077;1;563494260;05.02.2014;04.02.2018;active;FirstIssue;08.02.2014;15.02.2014;StandardMail
1307;100000553;CARDSYSTEM;100000553;1;101251950;21.07.2016;20.07.2020;active;FirstIssue;26.07.2016;31.07.2016;StandardMail
1308;100000078;CARDSYSTEM;100000078;1;735932958;13.04.2012;12.04.2016;active;FirstIssue;19.04.2012;23.04.2012;StandardMail
1309;100000554;CARDSYSTEM;100000554;1;834065463;14.09.2016;13.09.2020;active;FirstIssue;18.09.2016;23.09.2016;StandardMail
1310;100000079;CARDSYSTEM;100000079;1;122958299;02.05.2012;01.05.2016;active;FirstIssue;05.05.2012;13.05.2012;StandardMail
1311;100000555;CARDSYSTEM;100000555;1;976711354;29.09.2013;28.09.2017;active;FirstIssue;03.10.2013;09.10.2013;StandardMail
1312;100000080;CARDSYSTEM;100000080;1;909729921;08.12.2012;07.12.2016;active;FirstIssue;11.12.2012;18.12.2012;StandardMail
1313;100000556;CARDSYSTEM;100000556;1;703963706;09.05.2014;08.05.2018;active;FirstIssue;14.05.2014;20.05.2014;StandardMail
1314;100000557;CARDSYSTEM;100000557;1;151456684;20.03.2013;19.03.2017;active;FirstIssue;23.03.2013;28.03.2013;StandardMail
1315;100000081;CARDSYSTEM;100000081;1;65101642;24.11.2016;23.11.2020;active;FirstIssue;28.11.2016;02.12.2016;StandardMail
1316;100000558;CARDSYSTEM;100000558;1;654574499;03.07.2015;02.07.2019;active;FirstIssue;09.07.2015;12.07.2015;StandardMail
1317;100000082;CARDSYSTEM;100000082;1;718219432;22.04.2012;21.04.2016;active;FirstIssue;26.04.2012;03.05.2012;StandardMail
1318;100000559;CARDSYSTEM;100000559;1;876191585;17.04.2012;16.04.2016;active;FirstIssue;21.04.2012;27.04.2012;StandardMail
1319;100000083;CARDSYSTEM;100000083;1;535386912;01.02.2017;31.01.2021;active;FirstIssue;06.02.2017;10.02.2017;StandardMail
1320;100000560;CARDSYSTEM;100000560;1;23793779;11.02.2017;10.02.2021;active;FirstIssue;15.02.2017;22.02.2017;StandardMail
1321;100000084;CARDSYSTEM;100000084;1;178289719;08.01.2012;07.01.2016;active;FirstIssue;14.01.2012;16.01.2012;StandardMail
1322;100000561;CARDSYSTEM;100000561;1;720900634;05.04.2015;04.04.2019;active;FirstIssue;11.04.2015;15.04.2015;StandardMail
1323;100000085;CARDSYSTEM;100000085;1;362360062;25.12.2014;24.12.2018;active;FirstIssue;31.12.2014;03.01.2015;StandardMail
1324;100000562;CARDSYSTEM;100000562;1;73211004;09.06.2013;08.06.2017;active;FirstIssue;13.06.2013;20.06.2013;StandardMail
1325;100000563;CARDSYSTEM;100000563;1;458962174;01.07.2016;30.06.2020;active;FirstIssue;07.07.2016;11.07.2016;StandardMail
1326;100000086;CARDSYSTEM;100000086;1;942662389;18.08.2013;17.08.2017;active;FirstIssue;21.08.2013;27.08.2013;StandardMail
1327;100000564;CARDSYSTEM;100000564;1;608042066;10.06.2016;09.06.2020;active;FirstIssue;16.06.2016;19.06.2016;StandardMail
1328;100000087;CARDSYSTEM;100000087;1;799174634;19.07.2013;18.07.2017;active;FirstIssue;25.07.2013;30.07.2013;StandardMail
1329;100000565;CARDSYSTEM;100000565;1;282546036;15.11.2013;14.11.2017;active;FirstIssue;19.11.2013;26.11.2013;StandardMail
1330;100000088;CARDSYSTEM;100000088;1;992973218;23.08.2012;22.08.2016;active;FirstIssue;27.08.2012;02.09.2012;StandardMail
1331;100000566;CARDSYSTEM;100000566;1;519316480;28.04.2015;27.04.2019;active;FirstIssue;03.05.2015;08.05.2015;StandardMail
1332;100000089;CARDSYSTEM;100000089;1;706336821;15.04.2013;14.04.2017;active;FirstIssue;20.04.2013;26.04.2013;StandardMail
1333;100000567;CARDSYSTEM;100000567;1;647237299;03.03.2015;02.03.2019;active;FirstIssue;08.03.2015;13.03.2015;StandardMail
1334;100000090;CARDSYSTEM;100000090;1;643039214;20.02.2014;19.02.2018;active;FirstIssue;23.02.2014;28.02.2014;StandardMail
1335;100000568;CARDSYSTEM;100000568;1;864396163;29.09.2012;28.09.2016;active;FirstIssue;02.10.2012;10.10.2012;StandardMail
1336;100000091;CARDSYSTEM;100000091;1;647369745;17.05.2015;16.05.2019;active;FirstIssue;20.05.2015;26.05.2015;StandardMail
1337;100000569;CARDSYSTEM;100000569;1;744334856;15.02.2015;14.02.2019;active;FirstIssue;19.02.2015;26.02.2015;StandardMail
1338;100000092;CARDSYSTEM;100000092;1;396760662;22.03.2015;21.03.2019;active;FirstIssue;26.03.2015;31.03.2015;StandardMail
1339;100000570;CARDSYSTEM;100000570;1;185089632;21.12.2013;20.12.2017;active;FirstIssue;24.12.2013;30.12.2013;StandardMail
1340;100000093;CARDSYSTEM;100000093;1;589156619;14.04.2013;13.04.2017;active;FirstIssue;20.04.2013;22.04.2013;StandardMail
1341;100000571;CARDSYSTEM;100000571;1;571562360;03.06.2017;02.06.2021;active;FirstIssue;08.06.2017;14.06.2017;StandardMail
1342;100000094;CARDSYSTEM;100000094;1;812776528;05.09.2016;04.09.2020;active;FirstIssue;09.09.2016;15.09.2016;StandardMail
1343;100000572;CARDSYSTEM;100000572;1;129332793;19.09.2016;18.09.2020;active;FirstIssue;22.09.2016;27.09.2016;StandardMail
1344;100000095;CARDSYSTEM;100000095;1;371966886;03.09.2015;02.09.2019;active;FirstIssue;07.09.2015;12.09.2015;StandardMail
1345;100000573;CARDSYSTEM;100000573;1;801756577;14.05.2012;13.05.2016;active;FirstIssue;19.05.2012;23.05.2012;StandardMail
1346;100000096;CARDSYSTEM;100000096;1;349227328;12.12.2014;11.12.2018;active;FirstIssue;18.12.2014;21.12.2014;StandardMail
1347;100000574;CARDSYSTEM;100000574;1;1006064710;26.11.2014;25.11.2018;active;FirstIssue;30.11.2014;06.12.2014;StandardMail
1348;100000097;CARDSYSTEM;100000097;1;815655955;02.06.2015;01.06.2019;active;FirstIssue;08.06.2015;12.06.2015;StandardMail
1349;100000575;CARDSYSTEM;100000575;1;96949578;11.08.2015;10.08.2019;active;FirstIssue;15.08.2015;20.08.2015;StandardMail
1350;100000098;CARDSYSTEM;100000098;1;289644963;20.06.2013;19.06.2017;active;FirstIssue;24.06.2013;01.07.2013;StandardMail
1351;100000576;CARDSYSTEM;100000576;1;765710205;11.07.2014;10.07.2018;active;FirstIssue;16.07.2014;22.07.2014;StandardMail
1352;100000099;CARDSYSTEM;100000099;1;323771998;12.12.2013;11.12.2017;active;FirstIssue;18.12.2013;23.12.2013;StandardMail
1353;100000577;CARDSYSTEM;100000577;1;260728311;14.11.2014;13.11.2018;active;FirstIssue;20.11.2014;22.11.2014;StandardMail
1354;100000100;CARDSYSTEM;100000100;1;161991356;13.01.2012;12.01.2016;active;FirstIssue;19.01.2012;21.01.2012;StandardMail
1355;100000578;CARDSYSTEM;100000578;1;996054961;16.05.2016;15.05.2020;active;FirstIssue;22.05.2016;24.05.2016;StandardMail
1356;100000101;CARDSYSTEM;100000101;1;43884066;18.12.2012;17.12.2016;active;FirstIssue;23.12.2012;28.12.2012;StandardMail
1357;100000579;CARDSYSTEM;100000579;1;565665966;10.04.2012;09.04.2016;active;FirstIssue;13.04.2012;21.04.2012;StandardMail
1358;100000580;CARDSYSTEM;100000580;1;848950104;26.04.2013;25.04.2017;active;FirstIssue;02.05.2013;07.05.2013;StandardMail
1359;100000102;CARDSYSTEM;100000102;1;675872725;18.04.2012;17.04.2016;active;FirstIssue;21.04.2012;29.04.2012;StandardMail
1360;100000581;CARDSYSTEM;100000581;1;828826957;10.03.2015;09.03.2019;active;FirstIssue;14.03.2015;19.03.2015;StandardMail
1361;100000103;CARDSYSTEM;100000103;1;121588267;11.02.2013;10.02.2017;active;FirstIssue;16.02.2013;20.02.2013;StandardMail
1362;100000582;CARDSYSTEM;100000582;1;420436440;07.06.2014;06.06.2018;active;FirstIssue;10.06.2014;18.06.2014;StandardMail
1363;100000104;CARDSYSTEM;100000104;1;37403830;19.02.2016;18.02.2020;active;FirstIssue;22.02.2016;28.02.2016;StandardMail
1364;100000583;CARDSYSTEM;100000583;1;263006056;20.04.2017;19.04.2021;active;FirstIssue;23.04.2017;28.04.2017;StandardMail
1365;100000105;CARDSYSTEM;100000105;1;298347572;10.05.2012;09.05.2016;active;FirstIssue;13.05.2012;18.05.2012;StandardMail
1366;100000584;CARDSYSTEM;100000584;1;953038119;11.04.2017;10.04.2021;active;FirstIssue;15.04.2017;22.04.2017;StandardMail
1367;100000106;CARDSYSTEM;100000106;1;608329729;20.06.2017;19.06.2021;active;FirstIssue;26.06.2017;01.07.2017;StandardMail
1368;100000585;CARDSYSTEM;100000585;1;872916965;12.03.2014;11.03.2018;active;FirstIssue;17.03.2014;20.03.2014;StandardMail
1369;100000107;CARDSYSTEM;100000107;1;85855954;23.05.2017;22.05.2021;active;FirstIssue;28.05.2017;01.06.2017;StandardMail
1370;100000586;CARDSYSTEM;100000586;1;310229344;05.06.2016;04.06.2020;active;FirstIssue;08.06.2016;13.06.2016;StandardMail
1371;100000108;CARDSYSTEM;100000108;1;192902971;11.09.2014;10.09.2018;active;FirstIssue;14.09.2014;20.09.2014;StandardMail
1372;100000587;CARDSYSTEM;100000587;1;96299494;28.06.2014;27.06.2018;active;FirstIssue;04.07.2014;08.07.2014;StandardMail
1373;100000109;CARDSYSTEM;100000109;1;945263344;21.08.2016;20.08.2020;active;FirstIssue;27.08.2016;30.08.2016;StandardMail
1374;100000588;CARDSYSTEM;100000588;1;526105147;27.06.2016;26.06.2020;active;FirstIssue;03.07.2016;05.07.2016;StandardMail
1375;100000110;CARDSYSTEM;100000110;1;868031044;08.09.2012;07.09.2016;active;FirstIssue;12.09.2012;17.09.2012;StandardMail
1376;100000589;CARDSYSTEM;100000589;1;652463397;23.06.2012;22.06.2016;active;FirstIssue;29.06.2012;03.07.2012;StandardMail
1377;100000590;CARDSYSTEM;100000590;1;826729607;18.11.2013;17.11.2017;active;FirstIssue;24.11.2013;28.11.2013;StandardMail
1378;100000591;CARDSYSTEM;100000591;1;995437127;16.09.2016;15.09.2020;active;FirstIssue;22.09.2016;26.09.2016;StandardMail
1379;100000111;CARDSYSTEM;100000111;1;389426194;21.02.2014;20.02.2018;active;FirstIssue;24.02.2014;03.03.2014;StandardMail
1380;100000592;CARDSYSTEM;100000592;1;359959771;28.05.2014;27.05.2018;active;FirstIssue;31.05.2014;06.06.2014;StandardMail
1381;100000593;CARDSYSTEM;100000593;1;510448205;15.01.2012;14.01.2016;active;FirstIssue;20.01.2012;24.01.2012;StandardMail
1382;100000112;CARDSYSTEM;100000112;1;79820575;03.02.2017;02.02.2021;active;FirstIssue;07.02.2017;11.02.2017;StandardMail
1383;100000594;CARDSYSTEM;100000594;1;965468874;08.02.2012;07.02.2016;active;FirstIssue;13.02.2012;16.02.2012;StandardMail
1384;100000113;CARDSYSTEM;100000113;1;639583768;20.09.2014;19.09.2018;active;FirstIssue;25.09.2014;28.09.2014;StandardMail
1385;100000595;CARDSYSTEM;100000595;1;534440179;11.06.2016;10.06.2020;active;FirstIssue;17.06.2016;22.06.2016;StandardMail
1386;100000596;CARDSYSTEM;100000596;1;658473636;21.12.2012;20.12.2016;active;FirstIssue;25.12.2012;31.12.2012;StandardMail
1387;100000114;CARDSYSTEM;100000114;1;837272367;30.04.2012;29.04.2016;active;FirstIssue;04.05.2012;08.05.2012;StandardMail
1388;100000597;CARDSYSTEM;100000597;1;544363962;20.11.2016;19.11.2020;active;FirstIssue;23.11.2016;29.11.2016;StandardMail
1389;100000598;CARDSYSTEM;100000598;1;105356032;27.11.2012;26.11.2016;active;FirstIssue;01.12.2012;05.12.2012;StandardMail
